Time [s],P1 [kPa],P2 [kPa],P3 [kPa]
53.52,76.73607638303255,2.4334982375183385,57.330427323349866
53.53,89.94106373788962,25.26224148769357,21.296693782479483
53.54,73.30838462235428,61.68247924794778,1.5091335092020994
53.550000000000004,37.99552390354715,87.23841483303332,11.266059416110252
53.56,7.720103119862865,84.75406020409983,44.02583748529714
53.57,2.833216585118783,55.8859397322444,77.78084724720607
53.58,26.632550727892475,20.03097362792669,89.83648021032246
53.59,63.124848281004915,1.3009816832592527,72.07417317525226
53.6,87.76404272315331,12.305618969909364,36.43033855031876
53.61,83.96165458681931,45.65249912037341,6.885844119030996
53.620000000000005,54.264229465784055,78.90119782896143,3.3345702208892742
53.63,18.66024892317685,89.65923666650808,28.180513932100734
53.64,1.1336909709655731,70.66819645860615,64.69811506463408
53.65,13.504894043344377,34.71281092996262,88.28229945681866
53.660000000000004,47.447735672316284,6.024934112600883,83.0273342390097
53.67,80.08160221837029,3.9548777548375047,52.46352157523396
53.68,89.39042690943037,29.911697637964817,17.197874125310193
53.69,69.0811766986423,66.39172454179547,1.0270960967736487
53.7,32.8501471918882,88.77317962935834,14.876671622997602
53.71,5.156724555799941,81.935173624146,49.408103067427305
53.72,4.7126600388588615,50.483212994998084,81.30413081994428
53.730000000000004,31.830871383435895,15.659590537861535,89.00954258082545
53.74,68.19284222897832,1.0029576528876059,67.30420287129442
53.75,89.21450907309084,16.433808432972825,30.85168228239122
53.76,80.66875172199637,51.528262160568794,4.302983730314585
53.77,48.32429156192068,82.54828882244068,5.6274173145865465
53.78,14.063748168125796,88.49465529900546,33.941596522333285
53.79,1.084829643819906,65.32914228338328,70.08603100730153
53.800000000000004,18.188829516993575,28.729239990368328,89.58193503218854
53.81,53.800586614494975,3.487948906469997,79.21146819546162
53.82,83.79091677685769,6.7193239803872595,45.989760264665456
53.83,87.82269893302707,36.245764586200444,12.431534762869678
53.84,63.149128182735744,72.05295281469971,1.2979163578425437
53.85,26.497497517643755,89.84900832779032,20.153493025708386
53.86,2.738312969220141,77.54696268943913,56.214726143333735
53.870000000000005,8.008838876922166,43.48510997946402,85.00605530221779
53.88,38.74309868647044,10.787169218600393,86.96973643508538
53.89,74.07211620605945,1.6688384910061238,60.75904752521616
53.9,89.98737214714362,22.33827815705709,24.17434893907274
53.910000000000004,75.6596355122092,58.75716843631575,2.083193479506601
53.92,40.81882355437093,86.16489432055079,9.516280136702047
53.93,9.158038739204951,85.91134691360885,41.43061494533479
53.94,2.2252993620671875,58.156107459449984,76.11859660678637
53.95,24.75180615528461,21.78125531619148,89.96694310403848
53.96,61.41082324798522,1.5540092894083117,73.5351707203493
53.97,87.23582854486747,11.261298048820823,38.002873777847945
53.980000000000004,84.62313806815426,44.30205122200981,7.574808592819358
53.99,55.340465227097916,78.16382557338547,2.9957066881951997
54.0,19.343556171169478,89.75622434370462,27.40021894360965
54.01,1.1842474175668154,71.16116942040757,64.15458561184563
54.02,13.262249825131885,35.0532373529854,88.18451724385069
54.03,47.34728700985671,6.071445702971286,83.08127131543804
54.04,80.17547753453395,4.008670483972915,52.31585351793093
54.050000000000004,89.3227644055885,30.286489788670327,16.89074445329971
54.06,68.52788244823053,66.9629441537583,1.0091707333783433
54.07,31.990396640331987,88.97408083079003,15.535521026377838
54.08,4.685130245758128,81.26312797917296,50.55174311558391
54.09,5.292372658691604,49.09025747928629,82.11737378268376
54.1,33.40968763999254,14.456670513753554,88.63364631873861
54.11,69.80566860167413,1.0653850855334406,65.62894893014669
54.120000000000005,89.56545776872306,18.094741518652345,28.839800336897138
54.13,79.14811288411178,53.895794309755665,3.4560903487567494
54.14,45.67661457546429,83.949519618282,6.873863605253603
54.15,12.079641091414613,87.65614594208088,36.76421318528986
54.160000000000004,1.3902511997620899,62.4622272598153,72.64752468447715
54.17,20.949912443751174,25.632277706665583,89.9178144184765
54.18,57.3542327849526,2.4272865651131807,76.71848416505546
54.19,85.62830841864215,8.778215426060463,42.093476860039964
54.2,86.35856564850482,40.3390081184952,9.802424299227006
54.21,59.03069200425483,75.44810898460358,2.0211964227071
54.22,22.404365368680764,89.98914767582751,24.106486146890322
54.230000000000004,1.643919798852596,73.96031990388519,60.895762481066996
54.24,11.027540087067162,38.365660795632884,87.10680344965886
